Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Growave raw rating (product.metafields.growave.raw_rating_string),Growave rounded rating (product.metafields.growave.rounded_rating_string),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
black-panther-face-metal-spinner-keychain-durable-marvel-inspired-accessory,Black Panther Face Metal Spinner Keychain – Durable Marvel-Inspired Accessory,"<p data-start=""175"" data-end=""538"">Show off your style with this Black Panther face metal spinner keychain, crafted from premium-quality metal for durability and a sleek finish. Featuring a smooth spinning mechanism, this keychain is perfect for keys, backpacks, or as a collectible accessory. The detailed face design makes it a must-have for fans of superhero-inspired gear.</p>
<h3 data-start=""540"" data-end=""563"">Key Features:</h3>
<p data-start=""564"" data-end=""957"">✔ Premium Metal Construction – Durable, long-lasting, and stylish.<br data-start=""634"" data-end=""637"">✔ Spinner Functionality – Smooth rotation for added fun and stress relief.<br data-start=""715"" data-end=""718"">✔ Sleek &amp; Compact Design – Lightweight yet sturdy, perfect for daily use.<br data-start=""795"" data-end=""798"">✔ Versatile Accessory – Attach to keys, bags, or use as a display piece.<br data-start=""878"" data-end=""881"">✔ Great Gift Choice – Ideal for fans of superhero-themed collectibles.</p>
<p data-start=""959"" data-end=""1049"">Upgrade your keychain collection with this high-quality metal spinner keyring today!</p>",DemonFlare,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,keychain,"Black Panther, Black Panther Face Keychain, Black Panther Keychain, Gift for Superhero Fans, High-Quality Metal Keychain, Metal Spinner Keychain, Superhero, Unique Fidget Keychain",true,Title,Default Title,,,,,,,,DFKCML01,0.0,shopify,2,deny,manual,110.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/Black_panther_spiner_kechain_1.webp?v=1752408259,1,"Show off your style with this Black Panther face metal spinner keychain, crafted from premium-quality metal for durability and a sleek finish. Featuring a smooth spinning mechanism, this keychain is perfect for keys, backpacks, or as a collectible accesso",false,Black Panther Face Metal Spinner Keychain - Marvel Gear,"Grab the durable Black Panther face metal keychain, perfect for keys and collectibles! Show off your superhero style with every spin.",,,,,,,,,,,,0.0,0.0,,0,,kg,,70.00,active
black-panther-face-metal-spinner-keychain-durable-marvel-inspired-accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/Black_panther_spiner_kechain_2.webp?v=1752408259,2,"Show off your style with this Black Panther face metal spinner keychain, crafted from premium-quality metal for durability and a sleek finish. Featuring a smooth spinning mechanism, this keychain is perfect for keys, backpacks, or as a collectible accesso",,,,,,,,,,,,,,,,,,,,,,,
demon-slayer-tanjiro-3d-keychain-durable-pvc-anime-keyring-accessory,Demon Slayer Tanjiro 3D Keychain – Durable PVC Anime Keyring Accessory,"<p data-start=""168"" data-end=""485"">Carry the spirit of Tanjiro Kamado with this Demon Slayer-inspired 3D PVC keychain. Made from high-quality, durable PVC, this lightweight and compact keyring is perfect for keys, backpacks, lanyards, and more. Its detailed anime design makes it a must-have for anime fans and collectors.</p>
<h3 data-start=""487"" data-end=""510"">Key Features:</h3>
<p data-start=""511"" data-end=""869"">✔ Premium PVC Material – Durable, flexible, and long-lasting.<br data-start=""576"" data-end=""579"">✔ 3D Detailed Design – Vibrant and true-to-character Tanjiro look.<br data-start=""649"" data-end=""652"">✔ Lightweight &amp; Portable – Easy to carry without adding bulk.<br data-start=""717"" data-end=""720"">✔ Versatile Use – Attach to keys, bags, or display as a collectible.<br data-start=""796"" data-end=""799"">✔ Great Gift for Anime Fans – Ideal for Demon Slayer lovers.</p>
<p data-start=""871"" data-end=""957"">Upgrade your keychain collection with this Tanjiro-inspired anime keyring today!</p>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures",keychain,"3D Keychain, 3D Silicone Keychain, Anime Keychain, Demon Slayer Keychain, Durable Keychain, PVC Keychain, Tanjiro, Tanjiro Kamado",true,Title,Default Title,,,,,,,,,0.0,shopify,9,deny,manual,175.00,,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/Demon_slayer_keychain_4.webp?v=1752408254,1,"Carry the spirit of Tanjiro Kamado with this Demon Slayer-inspired 3D PVC keychain. Made from high-quality, durable PVC, this lightweight and compact keyring is perfect for keys, backpacks, lanyards, and more. Its detailed anime design makes it a must-hav",false,Demon Slayer Tanjiro 3D Keychain - Durable Anime Accessory,"Get the Tanjiro 3D PVC keychain! Durable, lightweight & perfect for anime fans. Ideal for keys, backpacks & more!",,,,,,,,,,,,0.0,0.0,,0,,kg,,,active
demon-slayer-nezuko-b-3d-silicone-keychain-durable-anime-keyring-accessory,Demon Slayer Nezuko B 3D Silicone Keychain – Durable Anime Keyring Accessory,"<p data-start=""48"" data-end=""377"">Enhance your collection with the Demon Slayer Nezuko B 3D Silicone Keychain, crafted from premium-quality silicone for durability and style. This lightweight and flexible keychain features an accurate and vibrant design of Nezuko Kamado, making it a perfect anime accessory for keys, backpacks, or lanyards.</p>
<h3 data-start=""379"" data-end=""402"">Key Features:</h3>
<p data-start=""403"" data-end=""808"">✔ Premium Silicone Material – Soft, durable, and built to last.<br data-start=""470"" data-end=""473"">✔ 3D Detailed Design – Vibrant and accurate Nezuko Kamado character look.<br data-start=""554"" data-end=""557"">✔ Lightweight &amp; Portable – Perfect for everyday use without adding bulk.<br data-start=""633"" data-end=""636"">✔ Versatile &amp; Practical – Ideal for keys, backpacks, lanyards, and collectibles.<br data-start=""724"" data-end=""727"">✔ Great Gift Idea – A must-have for Demon Slayer fans and anime lovers.</p>
<p data-start=""810"" data-end=""885"">Add this high-quality Nezuko keychain to your anime collection today!</p>",DemonFlare,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Keychains,keychain,"3D Silicone Keychain, Anime Keychain, Demon Slayer Keychain, Durable Keychain, Nezuko, Nezuko Kamado, Nezuko Keychain",true,Title,Default Title,,,,,,,,DFKCDS03,0.0,shopify,7,deny,manual,159.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/Demon_Slayer_red_Keychain_1.webp?v=1752408252,1,"Enhance your collection with the Demon Slayer Nezuko B 3D Silicone Keychain, crafted from premium-quality silicone for durability and style. This lightweight and flexible keychain features an accurate and vibrant design of Nezuko Kamado, making it a perfe",false,Demon Slayer Nezuko B 3D Silicone Keychain,"Grab the durable Nezuko B 3D Silicone Keychain, perfect for anime fans! Lightweight and stylish accessory for keys and bags.",,,,,,,,,,,,0.0,0.0,,0,,kg,,50.00,active
demon-slayer-nezuko-b-3d-silicone-keychain-durable-anime-keyring-accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/Demon_Slayer_red_Keychain_2.webp?v=1752408252,2,"Enhance your collection with the Demon Slayer Nezuko B 3D Silicone Keychain, crafted from premium-quality silicone for durability and style. This lightweight and flexible keychain features an accurate and vibrant design of Nezuko Kamado, making it a perfe",,,,,,,,,,,,,,,,,,,,,,,
demon-slayer-zenitsu-b-pvc-keychain-durable-lightweight-anime-keyring,Demon Slayer Zenitsu B PVC Keychain | Durable & Lightweight Anime Keyring,"<p data-start=""85"" data-end=""313"">Carry the electrifying energy of Zenitsu Agatsuma with this high-quality PVC keychain. Designed for durability and style, this lightweight and compact keyring is perfect for keys, backpacks, lanyards, and more.</p>
<h3 data-start=""315"" data-end=""334"">Features:</h3>
<p data-start=""335"" data-end=""739"">✔ Premium PVC Material – Flexible, durable, and long-lasting.<br data-start=""400"" data-end=""403"">✔ Detailed Anime Design – Captures Zenitsu’s signature look with vibrant colors.<br data-start=""487"" data-end=""490"" data-is-only-node="""">✔ Lightweight &amp; Practical – Easy to carry without adding bulk.<br data-start=""556"" data-end=""559"">✔ Versatile Accessory – Attach to keys, bags, or as a collectible display piece.<br data-start=""647"" data-end=""650"">✔ Perfect for Gifting – A must-have for Demon Slayer fans and anime collectors.</p>
<p data-start=""741"" data-end=""826"" data-is-last-node="""" data-is-only-node="""">Upgrade your keychain collection with this Zenitsu-inspired PVC keyring today! </p>",DemonFlare,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Keychains,keychain,"3D Keychain, Anime Collectible, Demon Slayer Keychain, PVC Keychain, Zenitsu, Zenitsu Agatsuma, Zenitsu Keychain",true,Title,Default Title,,,,,,,,DFKCDS02,0.0,shopify,10,deny,manual,175.00,,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/Demon_Slayer_Yellow_Keychain_1.webp?v=1752408247,1,"Carry the electrifying energy of Zenitsu Agatsuma with this high-quality PVC keychain. Designed for durability and style, this lightweight and compact keyring is perfect for keys, backpacks, lanyards, and more. Features: ✔ Premium PVC Material – Flexible,",false,Demon Slayer Zenitsu PVC Keychain | Anime Keyring,"Get the Zenitsu Agatsuma PVC keychain! Durable, lightweight, and perfect for keys or bags. Grab yours today!",,,,,,,,,,,,0.0,0.0,,0,,kg,,,active
demon-slayer-zenitsu-b-pvc-keychain-durable-lightweight-anime-keyring,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/Demon_Slayer_Yellow_Keychain_2.webp?v=1752408247,2,"Carry the electrifying energy of Zenitsu Agatsuma with this high-quality PVC keychain. Designed for durability and style, this lightweight and compact keyring is perfect for keys, backpacks, lanyards, and more. Features: ✔ Premium PVC Material – Flexible,",,,,,,,,,,,,,,,,,,,,,,,
demon-slayer-inosuke-silicone-keychain-premium-3d-anime-keyring,Demon Slayer Inosuke Silicone Keychain | Premium 3D Anime Keyring,"<p data-start=""73"" data-end=""395"">Add a touch of Demon Slayer-inspired style to your everyday carry with this Inosuke 3D silicone keychain. Made from high-quality, durable silicone, this lightweight and flexible keychain is designed to last. Perfect for attaching to your keys, bags, or lanyards, it’s a must-have for fans and collectors.</p>
<h3 data-start=""397"" data-end=""416"">Features:</h3>
<p data-start=""417"" data-end=""779"">✔ Premium Silicone Material – Soft, flexible, and long-lasting.<br data-start=""484"" data-end=""487"">✔ 3D Detailed Design – Captures Inosuke’s unique look with vibrant colors.<br data-start=""565"" data-end=""568"" data-is-only-node="""">✔ Lightweight &amp; Practical – Easy to carry without adding bulk.<br data-start=""634"" data-end=""637"">✔ Versatile Use – Attach to keys, backpacks, or lanyards.<br data-start=""702"" data-end=""705"">✔ Great Gift Idea – A perfect collectible for anime enthusiasts.</p>
<p data-start=""781"" data-end=""873"" data-is-last-node="""" data-is-only-node="""">Upgrade your keychain collection with this high-quality, anime-inspired accessory today!</p>",DemonFlare,Arts & Entertainment > Hobbies & Creative Arts > Collectibles > Sports Collectibles > Sports Fan Accessories > Keychains,keychain,"Anime-Inspired Accessories, Demon Slayer, Demon Slayer Inosuke, Durable Silicone Keychain, High-Quality Keychain, Inosuke, Inosuke Keychain",true,Title,Default Title,,,,,,,,DFKCDS01,0.0,shopify,9,deny,manual,159.00,199.00,true,true,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/porta-chaves-demon-slayer-inosuke.webp?v=1752408242,1,"Add a touch of Demon Slayer-inspired style to your everyday carry with this Inosuke 3D silicone keychain. Made from high-quality, durable silicone, this lightweight and flexible keychain is designed to last. Perfect for attaching to your keys, bags, or la",false,Inosuke Silicone Keychain | 3D Demon Slayer Keyring,"Show off your love for Demon Slayer with this durable Inosuke 3D silicone keychain, perfect for keys and bags!",,,,,,,,,,,,0.0,0.0,,0,,kg,,50.00,active
demon-slayer-inosuke-silicone-keychain-premium-3d-anime-keyring,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/porta-chaves-demon-slayer-inosuke2.webp?v=1752408242,2,"Add a touch of Demon Slayer-inspired style to your everyday carry with this Inosuke 3D silicone keychain. Made from high-quality, durable silicone, this lightweight and flexible keychain is designed to last. Perfect for attaching to your keys, bags, or la",,,,,,,,,,,,,,,,,,,,,,,
chainsaw-inspired-pochita-3d-pvc-keychain-durable-lightweight-accessory,Chainsaw-Inspired Pochita 3D PVC Keychain – Durable & Lightweight Accessory,"<p data-start=""83"" data-end=""358"">Upgrade your keychain collection with this Pochita 3D PVC keychain, designed with high-quality materials for durability and style. The compact and lightweight design makes it perfect for attaching to your keys, backpack, lanyard, or bag without adding extra weight.</p>
<p data-start=""360"" data-end=""696"">✔ Premium PVC Material – Long-lasting, flexible, and durable.<br data-start=""425"" data-end=""428"">✔ Cute &amp; Detailed Design – Captures the charm of Pochita with vibrant colors.<br data-start=""509"" data-end=""512"">✔ Versatile &amp; Practical – Ideal for keys, bags, or as a collectible accessory.<br data-start=""598"" data-end=""601"">✔ Great Gift Choice – A fun and unique item for fans of anime and cute character designs.</p>
<p data-start=""698"" data-end=""840"" data-is-last-node="""" data-is-only-node="""">Perfect for everyday use or as a collectible keychain, this adorable and sturdy accessory is a great addition to any fan’s collection.</p>",DemonFlare,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,keychain,"Anime Accessories, Anime Keychain, Chainsaw Man Keychain, Cute Keychain, Durable Keychain, Pochita, Pochita Keychain, PVC Keychain",true,Title,Default Title,,,,,,,,DFKCCM01,0.0,shopify,9,deny,manual,159.00,199.00,true,false,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/chainsawmankeychain1.webp?v=1752408238,1,"Upgrade your keychain collection with this Pochita 3D PVC keychain, designed with high-quality materials for durability and style. The compact and lightweight design makes it perfect for attaching to your keys, backpack, lanyard, or bag without adding ext",false,Chainsaw-Inspired Pochita 3D PVC Keychain,"Upgrade your keychain with this durable Pochita 3D PVC keychain—cute, lightweight, and perfect for any bag!",,,,,,,,,,,,0.0,0.0,,0,,kg,,50.00,active
chainsaw-inspired-pochita-3d-pvc-keychain-durable-lightweight-accessory,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0664/7037/9585/files/chainsawmankeychain2.webp?v=1752408238,2,"Upgrade your keychain collection with this Pochita 3D PVC keychain, designed with high-quality materials for durability and style. The compact and lightweight design makes it perfect for attaching to your keys, backpack, lanyard, or bag without adding ext",,,,,,,,,,,,,,,,,,,,,,,
kakashi-lightning-blade-action-figure-20-cm-anime-collectible-statue,Kakashi Lightning Blade Action Figure – 20 cm Anime Collectible Statue,"<p data-start=""257"" data-end=""549"" class="""">Bring the legendary Kakashi to life with this 20 cm Lightning Blade Action Figure, capturing his iconic battle stance in stunning detail. Made from premium-quality PVC, this anime collectible features a striking lightning effect and a dynamic pose that every fan will recognize.</p>
<p data-start=""551"" data-end=""572"" class="""">Key Features:</p>
<ul data-start=""573"" data-end=""883"">
<li data-start=""573"" data-end=""648"" class="""">
<p data-start=""575"" data-end=""648"" class="""">High-Quality Material: Durable and finely detailed PVC construction</p>
</li>
<li data-start=""649"" data-end=""678"" class="""">
<p data-start=""651"" data-end=""678"" class="""">Size: 20 cm (Approx.)</p>
</li>
<li data-start=""679"" data-end=""752"" class="""">
<p data-start=""681"" data-end=""752"" class="""">Dynamic Pose: Lightning blade effect for an action-packed display</p>
</li>
<li data-start=""753"" data-end=""819"" class="""">
<p data-start=""755"" data-end=""819"" class="""">Perfect Gift: Ideal for anime lovers and figure collectors</p>
</li>
<li data-start=""820"" data-end=""883"" class="""">
<p data-start=""822"" data-end=""883"" class="""">Stable Base: Includes a sturdy stand for secure display</p>
</li>
</ul>
<p data-start=""885"" data-end=""957"" class="""">Add this legendary ninja to your collection and relive the action!</p>",DemonFlare,"Toys & Games > Toys > Dolls, Playsets & Toy Figures > Action & Toy Figures > Action Figures",Action Figure,"Anime Display Model, Kakashi, Kakashi Figure, Kakashi PVC Figure, Naruto, Ninja Action Figure",true,Title,Default Title,,,,,,,,DFAFNT01,0.0,shopify,5,deny,manual,699.00,749.00,true,false,"",https://cdn.shopify.com/s/files/1/0664/7037/9585/files/copyninjabattleposeanimecollectiblestatue.webp?v=1752408233,1,"Bring the legendary Kakashi to life with this 20 cm Lightning Blade Action Figure, capturing his iconic battle stance in stunning detail. Made from premium-quality PVC, this anime collectible features a striking lightning effect and a dynamic pose that ev",false,Kakashi Lightning Blade 20cm Action Figure Collectible,"Capture Kakashi’s iconic pose with this 20 cm Lightning Blade Action Figure. Made from premium PVC, it’s a must-have for anime fans!",,,,,,,,,,,,0.0,0.0,,0,,kg,,319.00,active
